account_id,customer_id,branch_id,account_type,opening_date,current_balance,account_status
500097,101752,39,Savings,2021-09-30,79094.04,Active
500098,107834,39,Savings,2017-10-15,8161.06,Active
500099,104587,7,Savings,2019-03-06,77594.2,Active
500100,101064,8,Savings,2017-06-03,427215.22,Active
500101,102424,3,Savings,2025-09-04,157478.76,Active
500102,105247,31,Savings,2020-10-20,19428.93,Active
500103,109391,21,Savings,2018-05-25,32306.29,Active
500104,109176,23,Premium,2019-05-04,173335.71,Active
500105,105875,1,Premium,2017-09-17,57311.63,Active
500106,101545,25,Salary,2025-10-04,83872.35,Active
500107,109398,12,Savings,2020-08-16,240835.52,Active
500108,109759,35,Current,2019-11-12,46301.36,Active
500109,109565,8,Current,2017-02-11,36770.18,Active
500110,101586,24,Current,2024-08-09,24975.67,Active
500111,108712,14,Savings,2021-12-16,94543.1,Active
500112,108605,34,Savings,2017-07-31,151500.17,Active
500113,109812,16,Savings,2023-08-11,40218.62,Active
500114,101030,3,Savings,2017-01-12,66781.37,Closed
500115,107225,8,Savings,2019-09-14,95845.14,Active
500116,105549,16,Savings,2024-09-13,87143.46,Active
500117,100680,5,Savings,2019-07-09,53160.36,Active
500118,104475,22,Salary,2023-06-06,50926.58,Active
500119,103637,16,Savings,2017-05-11,114022.68,Active
500120,108508,14,Savings,2017-03-21,81030.32,Active
500121,100589,16,Current,2017-05-06,58735.34,Active
500122,107711,39,Savings,2021-08-12,60423.35,Active
500123,104576,23,Savings,2017-06-02,286968.15,Active
500124,102635,21,Savings,2018-10-20,57662.42,Active
500125,106871,26,Current,2019-04-12,666575.49,Active
500126,102763,26,Savings,2024-07-30,67840.38,Active
500127,100905,29,Current,2022-09-19,50723.91,Active
500128,108156,12,Current,2020-02-23,68345.05,Active
500129,108238,27,Current,2024-01-28,18177.1,Active
500130,104353,21,Salary,2023-08-27,234759.59,Active
500131,106119,7,Salary,2025-04-04,122330.69,Active
500132,101828,15,Current,2017-10-20,1154104.29,Active
500133,105668,32,Salary,2022-02-15,51877.05,Active
500134,106224,20,Premium,2019-02-08,132289.21,Active
500135,107079,7,Salary,2023-08-11,114107.69,Active
500136,107922,33,Premium,2019-03-22,139467.4,Active
500137,105762,8,Savings,2018-12-13,248336.7,Active
500138,103233,27,Savings,2021-09-03,144810.35,Active
500139,109685,16,Savings,2025-03-29,7167.86,Active
500140,100381,4,Salary,2024-09-13,33322.51,Active
500141,106399,27,Current,2023-08-14,51235.55,Active
500142,105978,30,Savings,2019-12-20,85398.97,Active
500143,109722,18,Current,2025-02-18,80250.84,Active
500144,102986,33,Salary,2020-04-30,47686.0,Active
500145,106264,19,Current,2017-11-01,16541.07,Active
500146,103777,16,Salary,2023-07-27,81200.22,Active
500147,105647,24,Salary,2018-06-03,44360.43,Closed
500148,109862,6,Premium,2017-08-30,60989.46,Active
500149,102507,12,Salary,2021-05-02,99190.48,Active
500150,107573,31,Savings,2022-03-07,160316.42,Active
500151,106187,35,Salary,2017-09-15,23846.07,Active
500152,109685,8,Savings,2020-08-25,11489.55,Active
500153,108870,28,Current,2024-04-01,104963.69,Active
500154,108447,31,Savings,2021-05-01,52035.18,Active
500155,107371,4,Savings,2020-05-05,42020.67,Active
500156,105600,8,Premium,2023-10-13,471101.69,Active
500157,100520,26,Savings,2017-09-03,672609.3,Active
500158,107473,30,Savings,2024-12-10,143721.95,Active
500159,101417,21,Savings,2020-03-06,34310.75,Active
500160,105837,26,Salary,2018-06-01,35894.77,Active
500161,107713,10,Salary,2022-03-26,24758.99,Active
500162,101061,18,Savings,2023-09-17,31519.51,Active
500163,100795,32,Savings,2019-10-24,61491.37,Active
500164,101059,33,Savings,2025-03-21,50080.44,Active
500165,108251,26,Savings,2024-07-04,353778.59,Active
500166,108604,27,Savings,2021-04-15,93640.23,Active
500167,102092,28,Savings,2024-03-08,114310.24,Active
500168,109304,36,Savings,2018-02-27,141197.4,Active
500169,109355,1,Current,2024-07-28,60210.4,Active
500170,100566,21,Savings,2025-08-19,1807553.02,Active
500171,104704,20,Savings,2019-01-16,58621.29,Active
500172,108924,10,Savings,2020-08-22,55322.55,Active
500173,107884,18,Savings,2021-07-17,228758.61,Active
500174,103557,16,Savings,2025-10-02,135742.83,Active
500175,102179,38,Current,2018-10-07,117346.49,Active
500176,103901,6,Current,2020-03-14,42047.64,Dormant
500177,105638,32,Savings,2019-11-24,72168.06,Active
500178,102445,34,Savings,2022-02-02,239765.62,Active
500179,108624,15,Savings,2024-11-14,44699.88,Active
500180,108408,28,Savings,2024-07-28,55652.42,Active
500181,104247,1,Savings,2021-07-28,311997.99,Active
500182,109924,13,Salary,2025-06-26,15649.21,Active
500183,104880,19,Savings,2025-08-06,177061.97,Active
500184,108345,35,Salary,2025-12-11,113532.13,Active
500185,108175,34,Current,2024-08-14,32107.46,Active
500186,102552,5,Current,2024-01-21,20863.01,Active
500187,105209,26,Savings,2025-09-22,174949.5,Active
500188,105508,25,Current,2022-06-03,275457.64,Active
500189,101558,6,Salary,2021-04-10,63992.05,Active
500190,108759,25,Current,2022-08-07,32546.44,Active
500191,106553,21,Premium,2018-02-13,74172.54,Active
500192,106722,38,Savings,2019-04-26,73041.13,Active
500193,108176,10,Savings,2023-05-17,69910.77,Active
500194,104412,22,Salary,2017-01-21,47587.4,Active
500195,105449,7,Current,2020-03-02,318829.83,Active
500196,105108,25,Savings,2023-07-16,68136.13,Active
500197,107070,25,Savings,2020-04-21,57391.31,Active
500198,102462,24,Savings,2022-03-12,55765.56,Active
500199,100764,11,Savings,2017-08-10,151661.92,Active
500200,101871,23,Salary,2020-05-01,88922.66,Active
500201,101209,28,Savings,2019-06-04,103303.59,Active
500202,106553,12,Salary,2017-09-30,199943.03,Active
500203,105650,18,Salary,2023-10-30,35808.41,Active
500204,100667,22,Savings,2017-06-09,24807.83,Active
500205,106060,7,Savings,2017-04-06,29569.98,Active
500206,105813,35,Savings,2019-09-10,145854.71,Active
500207,107001,8,Savings,2024-04-05,91214.52,Dormant
500208,104615,7,Premium,2023-12-29,66672.26,Active
500209,101958,23,Salary,2017-01-22,143603.82,Active
500210,106844,25,Savings,2018-02-09,118306.68,Active
500211,106920,15,Current,2017-06-22,95728.27,Active
500212,102220,20,Savings,2025-08-23,1462719.59,Active
500213,102711,33,Savings,2018-03-04,37709.48,Active
500214,108337,16,Current,2020-01-12,62197.42,Active
500215,107078,23,Savings,2017-10-23,254063.84,Active
500216,107452,40,Salary,2025-07-08,22225.35,Active
500217,103389,21,Current,2024-11-12,219264.59,Active
500218,107319,1,Savings,2025-05-09,17868.45,Active
500219,109864,2,Salary,2017-12-13,24835.23,Active
500220,105424,21,Salary,2025-04-22,38503.94,Active
500221,108384,29,Savings,2019-12-02,127615.37,Active
500222,103443,13,Savings,2024-08-25,27525.69,Dormant
500223,106016,31,Salary,2025-07-08,520686.69,Active
500224,105002,11,Savings,2022-11-25,256678.32,Active
500225,109185,10,Salary,2022-08-13,35591.03,Active
500226,109193,38,Premium,2018-01-02,46731.06,Active
500227,105589,36,Savings,2025-01-18,18140.73,Dormant
500228,102153,18,Savings,2022-04-26,282048.51,Active
500229,108336,9,Savings,2022-12-19,32377.93,Active
500230,105681,22,Current,2024-06-15,17446.64,Active
500231,107637,21,Savings,2019-07-05,166436.88,Active
500232,101459,32,Salary,2018-05-24,46491.71,Active
500233,104677,24,Current,2020-03-10,63397.87,Closed
500234,106178,29,Premium,2019-11-02,20450.59,Active
500235,109607,21,Current,2021-03-17,36538.4,Active
500236,103804,28,Savings,2023-02-03,46955.83,Active
500237,101337,37,Savings,2024-12-02,146487.12,Active
500238,103194,36,Salary,2022-01-22,343185.17,Active
500239,102645,1,Savings,2025-09-30,207911.67,Active
500240,108197,29,Savings,2019-01-11,387916.79,Active
500241,100298,13,Savings,2021-04-26,41714.98,Active
500242,100618,7,Savings,2025-04-10,177182.27,Active
500243,101082,36,Current,2023-04-21,75065.2,Active
500244,104369,18,Salary,2024-01-13,78167.83,Active
500245,103243,13,Savings,2020-06-05,108429.37,Active
500246,102592,35,Savings,2018-06-01,35343.81,Active
500247,102792,31,Current,2025-12-02,153282.29,Active
500248,103105,8,Salary,2020-11-16,69893.04,Active
500249,102208,4,Current,2019-02-10,279906.54,Active
500250,104781,11,Premium,2018-09-23,683454.19,Active
500251,109165,18,Savings,2021-01-08,31624.69,Active
500252,109274,3,Savings,2023-08-03,35065.02,Active
500253,101127,26,Premium,2020-01-27,52018.1,Dormant
500254,101772,3,Savings,2023-10-20,871042.5,Active
500255,107813,19,Savings,2024-08-06,38975.27,Active
500256,101791,24,Savings,2021-06-12,92299.71,Active
500257,100800,38,Savings,2024-09-06,249871.38,Closed
500258,104672,18,Savings,2018-09-16,63637.68,Active
500259,108515,30,Savings,2023-05-07,77003.9,Active
500260,107574,21,Savings,2023-05-24,32170.13,Active
500261,105517,37,Current,2020-07-28,361968.39,Active
500262,100309,1,Savings,2024-12-18,318069.47,Active
500263,103068,5,Savings,2020-10-06,365046.67,Active
500264,105318,23,Current,2017-11-16,219750.79,Active
500265,100006,2,Savings,2023-11-18,154377.86,Active
500266,109745,15,Savings,2024-11-25,243574.59,Active
500267,101749,35,Savings,2021-12-21,492098.23,Active
500268,109411,39,Savings,2020-03-01,183985.38,Active
500269,109038,17,Salary,2025-05-09,16480.9,Active
500270,106585,20,Savings,2025-05-25,972655.9,Active
500271,102382,10,Salary,2025-08-08,188003.44,Active
500272,102592,37,Savings,2019-10-01,31112.73,Active
500273,108091,17,Salary,2017-08-04,43030.3,Active
500274,107445,12,Savings,2021-07-22,80111.7,Active
500275,107391,36,Savings,2021-07-12,321200.44,Active
500276,105185,37,Current,2019-02-22,19043.27,Active
500277,107009,9,Savings,2017-07-26,67338.83,Active
500278,103271,19,Current,2023-04-10,54753.25,Active
500279,101168,30,Current,2022-02-06,146908.43,Active
500280,102823,27,Savings,2017-12-26,262930.25,Active
500281,101342,38,Current,2020-02-27,71925.35,Active
500282,100998,16,Savings,2018-01-27,1024656.45,Active
500283,102592,12,Savings,2023-05-08,78232.81,Active
500284,105745,3,Current,2025-09-04,37761.93,Active
500285,104858,40,Savings,2025-05-01,117976.48,Active
500286,108543,16,Savings,2022-02-05,170315.04,Active
500287,108408,3,Salary,2018-03-24,33561.37,Active
500288,109640,18,Savings,2025-01-20,21610.93,Active
500289,105625,38,Savings,2017-10-13,92454.7,Active
500290,109755,26,Savings,2019-03-17,265232.29,Active
500291,106020,35,Current,2017-12-10,27697.02,Active
500292,105722,33,Savings,2021-01-24,125551.63,Active
500293,107797,12,Savings,2021-07-23,18943.93,Active
500294,105935,27,Salary,2022-09-20,102198.3,Active
500295,102147,16,Savings,2025-12-08,20633.24,Active
500296,109930,27,Salary,2025-03-11,256222.47,Closed
500297,104159,25,Salary,2021-11-18,32199.29,Active
500298,101373,29,Savings,2024-06-23,47058.85,Closed
500299,102118,21,Salary,2020-12-02,74961.89,Active
500300,105549,4,Savings,2022-06-19,66588.07,Active
500301,100578,21,Current,2020-12-22,37146.54,Active
500302,103696,7,Current,2024-08-22,78967.27,Active
500303,101334,22,Savings,2019-05-12,9824.88,Active
500304,107809,40,Savings,2020-04-28,12740.46,Active
500305,104931,8,Savings,2022-07-24,20533.8,Active
500306,105706,28,Current,2019-06-04,14679.67,Active
500307,106553,18,Salary,2019-11-18,24509.47,Dormant
500308,103703,29,Salary,2021-07-22,105994.79,Active
500309,109074,34,Savings,2021-02-20,28578.78,Active
500310,102081,9,Current,2025-10-05,230061.21,Active
500311,107430,31,Current,2023-01-03,22513.67,Active
500312,108080,20,Salary,2023-06-18,5070.93,Closed
500313,102220,23,Premium,2022-06-13,56790.02,Active
500314,102105,29,Savings,2020-06-29,45047.24,Active
500315,107690,23,Savings,2018-12-24,30807.37,Active
500316,107320,35,Savings,2025-07-30,50540.99,Active
500317,109701,40,Savings,2022-07-31,16188.88,Active
500318,107372,5,Salary,2019-07-26,1434629.39,Active
500319,103335,33,Savings,2018-02-27,38904.42,Active
500320,103610,4,Current,2022-08-02,33578.55,Active
500321,103606,35,Savings,2021-04-15,69394.82,Active
500322,106701,22,Current,2022-01-03,195138.19,Active
500323,103064,29,Current,2018-08-19,320939.33,Active
500324,105710,11,Savings,2019-03-12,91478.22,Active
500325,102890,21,Current,2021-02-23,150207.6,Active
500326,108728,15,Savings,2023-04-10,34420.01,Active
500327,107692,40,Savings,2025-02-04,60640.64,Active
500328,105894,20,Premium,2025-09-26,117222.0,Active
500329,105941,8,Savings,2023-06-30,97138.5,Active
500330,109450,23,Salary,2023-02-03,87051.46,Active
500331,107365,29,Salary,2025-09-09,25218.25,Active
500332,107758,16,Savings,2017-11-15,43520.13,Active
500333,102382,32,Salary,2020-07-21,223681.66,Active
500334,102176,40,Savings,2025-09-08,504874.82,Active
500335,102767,33,Savings,2019-08-26,261204.22,Active
500336,100825,40,Savings,2020-03-04,31140.82,Active
500337,101639,40,Savings,2017-04-11,274487.02,Dormant
500338,102147,36,Current,2023-08-04,77349.5,Active
500339,107636,20,Savings,2024-01-26,84591.74,Active
500340,109607,37,Premium,2025-11-19,33866.06,Active
500341,104261,4,Current,2017-05-05,88630.33,Active
500342,102751,34,Current,2017-12-22,139260.92,Active
500343,108685,19,Premium,2020-05-21,18821.75,Active
500344,109501,31,Salary,2020-09-23,39759.06,Active
500345,109203,25,Savings,2018-05-09,53992.97,Dormant
500346,104418,40,Current,2020-03-23,165184.32,Active
500347,100388,22,Salary,2020-07-13,29252.18,Active
500348,108578,39,Salary,2022-06-25,58235.11,Active
500349,108562,16,Current,2021-05-02,77698.51,Active
500350,106376,39,Savings,2023-02-22,266710.31,Active
500351,102025,9,Savings,2021-09-11,29086.01,Active
500352,108125,26,Salary,2023-11-16,80891.29,Active
500353,101071,17,Savings,2021-08-20,430556.36,Active
500354,100654,24,Savings,2020-07-20,112667.34,Active
500355,103801,39,Savings,2025-04-18,46287.4,Active
500356,107801,7,Savings,2018-09-16,49858.61,Active
500357,102612,24,Current,2019-09-11,33780.38,Active
500358,105854,9,Savings,2019-01-05,52431.7,Dormant
500359,109699,39,Current,2022-07-01,121230.17,Active
500360,107191,2,Savings,2025-09-01,58625.75,Active
500361,102708,33,Savings,2018-04-09,111109.75,Active
500362,105301,17,Savings,2021-06-27,206289.98,Active
500363,106361,33,Salary,2019-11-27,6404.86,Active
500364,106316,18,Salary,2025-07-25,522721.78,Closed
500365,105965,39,Current,2021-08-12,89258.94,Active
500366,106019,22,Savings,2023-11-23,126076.58,Dormant
500367,100240,4,Savings,2024-03-26,47067.21,Active
500368,103201,19,Savings,2025-06-28,125850.43,Active
500369,109357,22,Premium,2024-09-04,415612.9,Active
500370,106571,22,Current,2022-04-08,338630.14,Active
500371,109103,36,Savings,2021-01-24,75708.09,Active
500372,101257,26,Savings,2022-08-18,151666.56,Active
500373,103124,31,Savings,2021-11-19,101248.16,Active
500374,102017,25,Current,2022-04-07,47791.65,Active
500375,107208,14,Savings,2017-05-13,833020.79,Active
500376,100897,2,Savings,2025-09-06,67276.02,Active
500377,109495,15,Salary,2021-08-04,107256.67,Closed
500378,104821,15,Current,2025-10-10,69632.71,Active
500379,106836,33,Current,2023-02-11,22086.72,Active
500380,108972,27,Salary,2020-06-06,51292.4,Closed
500381,108983,11,Current,2024-03-05,20662.58,Active
500382,106453,18,Savings,2018-10-20,152967.68,Active
500383,109492,30,Current,2023-12-18,78393.74,Active
500384,108655,25,Salary,2022-09-09,185798.97,Active
500385,101672,21,Current,2021-12-28,200219.58,Active
500386,104032,38,Salary,2024-06-18,173042.71,Active
500387,108169,11,Salary,2022-11-18,240934.34,Dormant
500388,105371,4,Salary,2019-11-16,90736.83,Active
500389,109038,12,Savings,2018-12-01,70698.49,Active
500390,101562,7,Savings,2025-07-04,5511.23,Active
500391,100309,4,Current,2022-07-10,151675.43,Dormant
500392,101909,29,Current,2017-09-14,73273.69,Active
500393,101324,13,Current,2024-11-02,25511.53,Active
500394,102703,38,Salary,2026-01-05,187884.55,Active
500395,109636,21,Premium,2017-06-01,119824.32,Active
500396,108701,29,Savings,2017-11-02,562650.11,Active
500397,105439,2,Savings,2017-03-24,24598.96,Active
500398,103806,1,Savings,2024-01-03,652336.99,Active
500399,100568,2,Salary,2021-05-03,25813.35,Active
500400,109083,11,Premium,2025-08-01,32870.62,Active
500401,102096,31,Salary,2021-03-03,278554.83,Active
500402,106834,26,Savings,2021-04-20,12058.07,Active
500403,108745,22,Current,2019-07-29,62562.51,Active
500404,102386,3,Current,2023-02-20,91262.5,Active
500405,105564,34,Savings,2020-08-08,40957.11,Active
500406,109542,19,Savings,2018-08-23,31884.55,Active
500407,100142,40,Salary,2025-04-09,181325.12,Active
500408,109582,5,Savings,2018-06-13,18292.45,Active
500409,101877,34,Current,2018-08-27,53586.35,Active
500410,105923,21,Savings,2025-12-18,948103.58,Active
500411,100124,7,Premium,2021-02-08,38693.37,Active
500412,100174,13,Savings,2018-06-23,9705.71,Active
500413,104328,20,Salary,2017-01-14,60729.56,Active
500414,101988,40,Salary,2025-02-11,37652.01,Active
500415,103577,8,Savings,2025-11-26,23648.09,Active
500416,103106,4,Salary,2018-05-14,123355.34,Active
500417,102141,12,Savings,2023-09-10,36371.77,Active
500418,104140,27,Savings,2022-12-01,102955.22,Active
500419,103635,32,Current,2018-06-27,129822.5,Active
500420,103326,18,Premium,2023-09-19,36303.07,Active
500421,102323,5,Savings,2022-11-12,121547.92,Active
500422,101681,23,Savings,2023-07-06,5458.06,Closed
500423,107909,24,Current,2023-06-07,102878.14,Active
500424,106652,15,Salary,2018-07-24,186574.73,Active
500425,109217,38,Current,2020-05-16,84717.58,Active
500426,107497,6,Savings,2022-06-03,217615.05,Active
500427,106229,21,Savings,2025-04-20,252221.52,Active
500428,104232,38,Salary,2019-06-09,319019.83,Active
500429,108114,1,Savings,2020-02-16,62719.98,Active
500430,100637,29,Current,2018-06-16,26801.71,Active
500431,102270,26,Savings,2023-06-15,26002.08,Active
500432,109931,10,Salary,2026-01-12,65600.63,Active
500433,104399,23,Savings,2018-05-21,55126.52,Active
500434,109029,20,Salary,2020-08-13,23462.24,Active
500435,101517,11,Current,2020-01-02,32777.68,Active
500436,106667,12,Current,2021-05-03,484275.31,Active
500437,107304,24,Savings,2022-08-14,68371.21,Active
500438,107614,14,Current,2018-04-10,369260.79,Active
500439,102440,8,Savings,2017-11-04,109716.33,Active
500440,109979,25,Savings,2025-05-17,66611.96,Active
500441,105509,37,Salary,2019-07-12,88930.94,Active
500442,102520,7,Savings,2022-06-30,43832.1,Active
500443,105708,31,Salary,2023-02-12,204421.48,Active
500444,101530,13,Savings,2024-01-04,259006.85,Active
500445,100891,8,Salary,2022-08-06,19389.68,Active
500446,104306,35,Savings,2025-06-28,17708.43,Active
500447,108023,32,Current,2020-05-30,283712.71,Active
500448,106115,10,Salary,2021-01-03,25581.41,Active
500449,103142,32,Current,2017-04-20,165024.1,Active
500450,106679,37,Current,2024-06-13,49871.03,Active
500451,106644,7,Savings,2020-11-21,98737.46,Active
500452,102277,21,Salary,2021-02-10,38557.65,Dormant
500453,107573,13,Salary,2021-05-02,46696.39,Active
500454,103895,32,Salary,2019-10-17,94091.97,Active
500455,104110,36,Salary,2017-04-05,320404.37,Dormant
500456,109588,6,Current,2020-11-26,122689.27,Active
500457,107591,2,Savings,2020-08-29,131067.95,Active
500458,106784,38,Savings,2024-02-29,159842.11,Dormant
500459,108776,17,Savings,2021-11-23,123780.19,Active
500460,105846,37,Premium,2017-07-23,86892.87,Active
500461,100369,34,Savings,2021-08-28,29068.46,Active
500462,104537,24,Salary,2021-08-09,49570.32,Active
500463,100151,28,Premium,2025-03-19,227168.63,Active
500464,109508,40,Salary,2025-07-21,117097.24,Active
500465,105818,21,Savings,2024-12-03,93928.62,Active
500466,104777,33,Savings,2018-05-31,18618.07,Active
500467,103068,27,Premium,2023-03-12,3750.83,Active
500468,105941,10,Current,2023-09-29,91200.58,Active
500469,107630,15,Savings,2023-02-28,1068016.15,Active
500470,103146,3,Current,2025-09-17,37403.18,Active
500471,105516,6,Salary,2025-01-10,120097.24,Active
500472,103153,29,Salary,2017-12-05,18501.3,Active
500473,101488,34,Salary,2021-11-25,55638.14,Active
500474,100908,8,Savings,2021-02-01,47050.78,Active
500475,109202,19,Current,2017-11-03,39523.62,Active
500476,105425,28,Savings,2017-12-11,222609.09,Active
500477,104892,13,Salary,2025-12-20,135303.37,Active
500478,106758,13,Salary,2023-05-20,123393.94,Active
500479,102659,18,Salary,2024-01-04,3408.01,Active
500480,104827,24,Salary,2019-09-27,4928.31,Active
500481,107072,38,Current,2019-08-25,41016.52,Dormant
500482,109445,5,Savings,2018-12-30,142353.47,Active
500483,102273,17,Savings,2025-01-06,6634.32,Active
500484,105355,24,Salary,2025-03-25,85176.46,Active
500485,108450,17,Salary,2025-11-10,37183.0,Active
500486,109472,4,Premium,2025-12-13,110660.77,Active
500487,104145,4,Savings,2020-03-15,68492.65,Active
500488,106590,23,Savings,2018-09-04,107501.25,Active
500489,106232,2,Salary,2020-02-09,23418.97,Active
500490,105746,17,Savings,2020-12-11,104219.96,Active
500491,102357,32,Savings,2020-01-01,74281.52,Active
500492,105127,20,Savings,2018-03-04,456674.25,Active
500493,109077,10,Premium,2024-07-07,140965.94,Active
500494,105620,36,Savings,2025-11-26,137911.66,Active
500495,101767,4,Salary,2023-01-25,163383.49,Active
500496,101361,13,Current,2019-01-30,196841.97,Closed
500497,102147,38,Savings,2023-10-30,15054.64,Active
500498,106101,16,Savings,2019-06-18,35456.23,Active
500499,100239,5,Premium,2024-10-11,27228.61,Active
500500,107519,26,Premium,2024-03-17,70655.55,Active
500501,107527,5,Savings,2022-02-02,58587.75,Active
500502,102522,30,Savings,2023-06-19,189170.34,Active
500503,109530,33,Savings,2021-08-01,129336.15,Active
500504,102300,17,Savings,2020-08-05,54899.87,Active
500505,101212,13,Salary,2023-11-27,126365.63,Active
500506,103047,15,Savings,2017-07-31,11815.68,Active
500507,104534,20,Savings,2019-04-19,194943.7,Active
500508,104443,35,Savings,2023-11-19,111819.99,Active
500509,108501,25,Savings,2017-05-07,301472.96,Active
500510,104930,31,Savings,2025-07-06,86224.19,Active
500511,104472,24,Salary,2021-02-27,41979.13,Active
500512,108739,5,Current,2020-11-16,13904.78,Active
500513,103225,20,Savings,2025-02-21,26760.73,Active
500514,101636,20,Salary,2017-08-29,55559.55,Active
500515,101992,25,Current,2021-11-17,33375.97,Active
500516,109078,25,Savings,2024-02-25,37103.24,Active
500517,104567,6,Savings,2020-03-22,103434.03,Active
